from,to,from_state,to_state,pass,lcv,type,carrier,tab,carrier_type,transit,from_loc,to_loc
"WOLLONGONG, NSW","MELBOURNE, VIC",NSW,VIC,316.0,395.0,depot-depot,AUTOCARE,new-template,hub,,WOLLONGONG,MELBOURNE
"WOLLONGONG, NSW","MT ISA, QLD",NSW,QLD,1882.9999999999998,2353.7499999999995,depot-depot,AUTOCARE,new-template,hub,,WOLLONGONG,MT ISA
"WOLLONGONG, NSW","PERTH, WA",NSW,WA,1252.0,1565.0,depot-depot,AUTOCARE,new-template,hub,,WOLLONGONG,PERTH
"WOLLONGONG, NSW","SYDNEY, NSW",NSW,NSW,210.0,262.5,depot-depot,AUTOCARE,new-template,hub,,WOLLONGONG,SYDNEY
"WOLLONGONG, NSW","TOWNSVILLE, QLD",NSW,QLD,1064.0,1330.0,depot-depot,AUTOCARE,new-template,hub,,WOLLONGONG,TOWNSVILLE
"ADELAIDE, SA","PERTH, WA",SA,WA,1227.27,1318.18,depot-depot,SHIPPING,new-template,hub,,ADELAIDE,PERTH
"BRISBANE, QLD","PERTH, WA",QLD,WA,1177.27,1268.18,depot-depot,SHIPPING,new-template,hub,,BRISBANE,PERTH
"DEVONPORT, TAS","PERTH, WA",TAS,WA,1854.0,1954.0,depot-depot,SHIPPING,new-template,hub,,DEVONPORT,PERTH
"HOBART, TAS","PERTH, WA",TAS,WA,2043.0,2143.0,depot-depot,SHIPPING,new-template,hub,,HOBART,PERTH
"MELBOURNE, VIC","PERTH, WA",VIC,WA,1250.0,1318.18,depot-depot,SHIPPING,new-template,hub,,MELBOURNE,PERTH
"PERTH, WA","BRISBANE, QLD",WA,QLD,1341.73,1441.73,depot-depot,SHIPPING,new-template,hub,,PERTH,BRISBANE
"PERTH, WA","MELBOURNE, VIC",WA,VIC,1073.7,1173.7,depot-depot,SHIPPING,new-template,hub,,PERTH,MELBOURNE
"PERTH, WA","SYDNEY, NSW",WA,NSW,1204.42,1304.42,depot-depot,SHIPPING,new-template,hub,,PERTH,SYDNEY
"PERTH, WA","WOLLONGONG, NSW",WA,NSW,1100.0,1200.0,depot-depot,SHIPPING,new-template,hub,,PERTH,WOLLONGONG
"SYDNEY, NSW","PERTH, WA",NSW,WA,1336.36,1427.27,depot-depot,SHIPPING,new-template,hub,,SYDNEY,PERTH
"WOLLONGONG, NSW","PERTH, WA",NSW,WA,1239.09,1339.09,depot-depot,SHIPPING,new-template,hub,,WOLLONGONG,PERTH
"BRISBANE, QLD","MELBOURNE, VIC",QLD,VIC,490.0,595.45,depot-depot,AUTOMOVER,new-template,hub,,BRISBANE,MELBOURNE
"BRISBANE, QLD","PERTH, WA",QLD,WA,1363.63,1800.0,depot-depot,AUTOMOVER,new-template,hub,,BRISBANE,PERTH
"BRISBANE, QLD","SYDNEY, NSW",QLD,NSW,455.0,600.0,depot-depot,AUTOMOVER,new-template,hub,,BRISBANE,SYDNEY
"MELBOURNE, VIC","BRISBANE, QLD",VIC,QLD,700.0,800.0,depot-depot,AUTOMOVER,new-template,hub,,MELBOURNE,BRISBANE
"MELBOURNE, VIC","PERTH, WA",VIC,WA,1500.0,1800.0,depot-depot,AUTOMOVER,new-template,hub,,MELBOURNE,PERTH
"PERTH, WA","BRISBANE, QLD",WA,QLD,1000.0,1200.0,depot-depot,AUTOMOVER,new-template,hub,,PERTH,BRISBANE
"PERTH, WA","MELBOURNE, VIC",WA,VIC,800.0,1000.0,depot-depot,AUTOMOVER,new-template,hub,,PERTH,MELBOURNE
"PERTH, WA","SYDNEY, NSW",WA,NSW,900.0,1000.0,depot-depot,AUTOMOVER,new-template,hub,,PERTH,SYDNEY
"PERTH, WA","TOWNSVILLE, QLD",WA,QLD,2000.0,2300.0,depot-depot,AUTOMOVER,new-template,hub,,PERTH,TOWNSVILLE
"SYDNEY, NSW","BRISBANE, QLD",NSW,QLD,700.0,800.0,depot-depot,AUTOMOVER,new-template,hub,,SYDNEY,BRISBANE
"SYDNEY, NSW","PERTH, WA",NSW,WA,1472.72,1800.0,depot-depot,AUTOMOVER,new-template,hub,,SYDNEY,PERTH
"BRISBANE, QLD","MELBOURNE, VIC",QLD,VIC,510.0,773.0,depot-depot,A1,new-template,hub,,BRISBANE,MELBOURNE
"BRISBANE, QLD","SYDNEY, NSW",QLD,NSW,318.18,436.36,depot-depot,A1,new-template,hub,,BRISBANE,SYDNEY
"MELBOURNE, VIC","BRISBANE, QLD",VIC,QLD,463.63,900.0,depot-depot,A1,new-template,hub,,MELBOURNE,BRISBANE
"MELBOURNE, VIC","SYDNEY, NSW",VIC,NSW,400.0,477.27,depot-depot,A1,new-template,hub,,MELBOURNE,SYDNEY
"SYDNEY, NSW","BRISBANE, QLD",NSW,QLD,380.9,545.45,depot-depot,A1,new-template,hub,,SYDNEY,BRISBANE
"SYDNEY, NSW","MELBOURNE, VIC",NSW,VIC,318.18,381.81,depot-depot,A1,new-template,hub,,SYDNEY,MELBOURNE
"ADELAIDE, SA","BRISBANE, QLD",SA,QLD,1627.5,1732.5,depot-depot,CARWAYS,new-template,hub,,ADELAIDE,BRISBANE
"ADELAIDE, SA","MELBOURNE, VIC",SA,VIC,630.0,735.0,depot-depot,CARWAYS,new-template,hub,,ADELAIDE,MELBOURNE
"ADELAIDE, SA","SYDNEY, NSW",SA,NSW,1050.0,1155.0,depot-depot,CARWAYS,new-template,hub,,ADELAIDE,SYDNEY
"BRISBANE, QLD","ADELAIDE, SA",QLD,SA,1417.5,1522.5,depot-depot,CARWAYS,new-template,hub,,BRISBANE,ADELAIDE
"BRISBANE, QLD","CAIRNS, QLD",QLD,QLD,770.29,770.29,depot-depot,CARWAYS,new-template,hub,,BRISBANE,CAIRNS
"BRISBANE, QLD","MELBOURNE, VIC",QLD,VIC,840.0,892.5,depot-depot,CARWAYS,new-template,hub,,BRISBANE,MELBOURNE
"BRISBANE, QLD","SYDNEY, NSW",QLD,NSW,472.5,557.5,depot-depot,CARWAYS,new-template,hub,,BRISBANE,SYDNEY
"BRISBANE, QLD","TOWNSVILLE, QLD",QLD,QLD,798.0,798.0,depot-depot,CARWAYS,new-template,hub,,BRISBANE,TOWNSVILLE
"CAIRNS, QLD","BRISBANE, QLD",QLD,QLD,674.61,674.61,depot-depot,CARWAYS,new-template,hub,,CAIRNS,BRISBANE
"MELBOURNE, VIC","ADELAIDE, SA",VIC,SA,787.5,1102.5,depot-depot,CARWAYS,new-template,hub,,MELBOURNE,ADELAIDE
"MELBOURNE, VIC","BRISBANE, QLD",VIC,QLD,1155.0,1260.0,depot-depot,CARWAYS,new-template,hub,,MELBOURNE,BRISBANE
"MELBOURNE, VIC","SYDNEY, NSW",VIC,NSW,630.0,682.5,depot-depot,CARWAYS,new-template,hub,,MELBOURNE,SYDNEY
"SYDNEY, NSW","ADELAIDE, SA",NSW,SA,997.5,1102.5,depot-depot,CARWAYS,new-template,hub,,SYDNEY,ADELAIDE
"SYDNEY, NSW","BRISBANE, QLD",NSW,QLD,787.5,945.0,depot-depot,CARWAYS,new-template,hub,,SYDNEY,BRISBANE
"SYDNEY, NSW","MELBOURNE, VIC",NSW,VIC,787.5,945.0,depot-depot,CARWAYS,new-template,hub,,SYDNEY,MELBOURNE
"TOWNSVILLE, QLD","BRISBANE, QLD",QLD,QLD,673.39,673.39,depot-depot,CARWAYS,new-template,hub,,TOWNSVILLE,BRISBANE
"BRISBANE, QLD","BRISBANE, QLD",QLD,QLD,222.32,222.32,depot-door,CARWAYS,new-template,hub,,BRISBANE,BRISBANE
"BRISBANE, QLD","BRISBANE, QLD",QLD,QLD,222.32,222.32,door-depot,CARWAYS,new-template,hub,,BRISBANE,BRISBANE
"MELBOURNE, VIC","MELBOURNE, VIC",VIC,VIC,200.0,200.0,depot-door,ACE CAR CARRIERS,new-template,hub,,MELBOURNE,MELBOURNE
"MELBOURNE, VIC","MELBOURNE, VIC",VIC,VIC,200.0,200.0,door-depot,ACE CAR CARRIERS,new-template,hub,,MELBOURNE,MELBOURNE
"CAIRNS, QLD","CAIRNS, QLD",QLD,QLD,120.0,120.0,depot-door,ALFIES TOWING,new-template,hub,,CAIRNS,CAIRNS
"CAIRNS, QLD","CAIRNS, QLD",QLD,QLD,120.0,120.0,door-depot,ALFIES TOWING,new-template,hub,,CAIRNS,CAIRNS
"CAIRNS, QLD","TOWNSVILLE, QLD",QLD,QLD,300.0,300.0,depot-depot,CAIRNS CAR CARRIERS,new-template,hub,,CAIRNS,TOWNSVILLE
"TOWNSVILLE, QLD","CAIRNS, QLD",QLD,QLD,300.0,300.0,depot-depot,CAIRNS CAR CARRIERS,new-template,hub,,TOWNSVILLE,CAIRNS
"CAIRNS, QLD","CAIRNS, QLD",QLD,QLD,0.0,0.0,depot-door,CAIRNS CAR CARRIERS,new-template,hub,,CAIRNS,CAIRNS
"TOWNSVILLE, QLD","TOWNSVILLE, QLD",QLD,QLD,0.0,0.0,depot-door,CAIRNS CAR CARRIERS,new-template,hub,,TOWNSVILLE,TOWNSVILLE
"CAIRNS, QLD","CAIRNS, QLD",QLD,QLD,0.0,0.0,door-depot,CAIRNS CAR CARRIERS,new-template,hub,,CAIRNS,CAIRNS
"TOWNSVILLE, QLD","TOWNSVILLE, QLD",QLD,QLD,0.0,0.0,door-depot,CAIRNS CAR CARRIERS,new-template,hub,,TOWNSVILLE,TOWNSVILLE
"BRISBANE, QLD","ADELAIDE, SA",QLD,SA,719.7,833.33,depot-depot,MELCREST,new-template,hub,,BRISBANE,ADELAIDE
"BRISBANE, QLD","CAIRNS, QLD",QLD,QLD,844.7,1034.09,depot-depot,MELCREST,new-template,hub,,BRISBANE,CAIRNS
"BRISBANE, QLD","DARWIN, NT",QLD,NT,1409.09,1727.27,depot-depot,MELCREST,new-template,hub,,BRISBANE,DARWIN
"BRISBANE, QLD","MACKAY, QLD",QLD,QLD,556.82,659.09,depot-depot,MELCREST,new-template,hub,,BRISBANE,MACKAY
"BRISBANE, QLD","MT ISA, QLD",QLD,QLD,1053.03,1295.45,depot-depot,MELCREST,new-template,hub,,BRISBANE,MT ISA
"BRISBANE, QLD","ROCKHAMPTON, QLD",QLD,QLD,424.24,537.88,depot-depot,MELCREST,new-template,hub,,BRISBANE,ROCKHAMPTON
"BRISBANE, QLD","TOWNSVILLE, QLD",QLD,QLD,704.55,871.21,depot-depot,MELCREST,new-template,hub,,BRISBANE,TOWNSVILLE
"CAIRNS, QLD","BRISBANE, QLD",QLD,QLD,477.27,477.27,depot-depot,MELCREST,new-template,hub,,CAIRNS,BRISBANE
"CAIRNS, QLD","DARWIN, NT",QLD,NT,1856.06,1856.06,depot-depot,MELCREST,new-template,hub,,CAIRNS,DARWIN
"CAIRNS, QLD","MACKAY, QLD",QLD,QLD,375.0,375.0,depot-depot,MELCREST,new-template,hub,,CAIRNS,MACKAY
"CAIRNS, QLD","MT ISA, QLD",QLD,QLD,931.82,931.82,depot-depot,MELCREST,new-template,hub,,CAIRNS,MT ISA
"CAIRNS, QLD","ROCKHAMPTON, QLD",QLD,QLD,424.24,424.24,depot-depot,MELCREST,new-template,hub,,CAIRNS,ROCKHAMPTON
"CAIRNS, QLD","TOWNSVILLE, QLD",QLD,QLD,265.15,265.15,depot-depot,MELCREST,new-template,hub,,CAIRNS,TOWNSVILLE
"DARWIN, NT","BRISBANE, QLD",NT,QLD,1022.73,1022.73,depot-depot,MELCREST,new-template,hub,,DARWIN,BRISBANE
"DARWIN, NT","CAIRNS, QLD",NT,QLD,1500.0,1530.3,depot-depot,MELCREST,new-template,hub,,DARWIN,CAIRNS
"DARWIN, NT","MACKAY, QLD",NT,QLD,1507.58,1507.58,depot-depot,MELCREST,new-template,hub,,DARWIN,MACKAY
"DARWIN, NT","MT ISA, QLD",NT,QLD,621.21,621.21,depot-depot,MELCREST,new-template,hub,,DARWIN,MT ISA
"DARWIN, NT","ROCKHAMPTON, QLD",NT,QLD,1446.97,1446.97,depot-depot,MELCREST,new-template,hub,,DARWIN,ROCKHAMPTON
"DARWIN, NT","TOWNSVILLE, QLD",NT,QLD,1204.55,1204.55,depot-depot,MELCREST,new-template,hub,,DARWIN,TOWNSVILLE
"MACKAY, QLD","BRISBANE, QLD",QLD,QLD,375.0,375.0,depot-depot,MELCREST,new-template,hub,,MACKAY,BRISBANE
"MACKAY, QLD","TOWNSVILLE, QLD",QLD,QLD,375.0,375.0,depot-depot,MELCREST,new-template,hub,,MACKAY,TOWNSVILLE
"MT ISA, QLD","ADELAIDE, SA",QLD,SA,1371.21,1484.85,depot-depot,MELCREST,new-template,hub,,MT ISA,ADELAIDE
"MT ISA, QLD","BRISBANE, QLD",QLD,QLD,931.82,931.82,depot-depot,MELCREST,new-template,hub,,MT ISA,BRISBANE
"MT ISA, QLD","CAIRNS, QLD",QLD,QLD,878.79,916.67,depot-depot,MELCREST,new-template,hub,,MT ISA,CAIRNS
"MT ISA, QLD","DARWIN, NT",QLD,NT,924.24,924.24,depot-depot,MELCREST,new-template,hub,,MT ISA,DARWIN
"MT ISA, QLD","MACKAY, QLD",QLD,QLD,886.36,886.36,depot-depot,MELCREST,new-template,hub,,MT ISA,MACKAY
"MT ISA, QLD","ROCKHAMPTON, QLD",QLD,QLD,583.33,583.33,depot-depot,MELCREST,new-template,hub,,MT ISA,ROCKHAMPTON
"MT ISA, QLD","TOWNSVILLE, QLD",QLD,QLD,583.33,583.33,depot-depot,MELCREST,new-template,hub,,MT ISA,TOWNSVILLE
"ROCKHAMPTON, QLD","ADELAIDE, SA",QLD,SA,1022.73,1136.36,depot-depot,MELCREST,new-template,hub,,ROCKHAMPTON,ADELAIDE
"ROCKHAMPTON, QLD","BRISBANE, QLD",QLD,QLD,424.24,424.24,depot-depot,MELCREST,new-template,hub,,ROCKHAMPTON,BRISBANE
"ROCKHAMPTON, QLD","CAIRNS, QLD",QLD,QLD,613.64,715.91,depot-depot,MELCREST,new-template,hub,,ROCKHAMPTON,CAIRNS
"ROCKHAMPTON, QLD","DARWIN, NT",QLD,NT,1712.12,2030.3,depot-depot,MELCREST,new-template,hub,,ROCKHAMPTON,DARWIN
"ROCKHAMPTON, QLD","MACKAY, QLD",QLD,QLD,333.33,371.21,depot-depot,MELCREST,new-template,hub,,ROCKHAMPTON,MACKAY
"ROCKHAMPTON, QLD","MT ISA, QLD",QLD,QLD,742.42,871.21,depot-depot,MELCREST,new-template,hub,,ROCKHAMPTON,MT ISA
"ROCKHAMPTON, QLD","TOWNSVILLE, QLD",QLD,QLD,530.3,424.24,depot-depot,MELCREST,new-template,hub,,ROCKHAMPTON,TOWNSVILLE
"TOWNSVILLE, QLD","ADELAIDE, SA",QLD,SA,1106.06,1219.7,depot-depot,MELCREST,new-template,hub,,TOWNSVILLE,ADELAIDE
"TOWNSVILLE, QLD","BRISBANE, QLD",QLD,QLD,386.36,386.36,depot-depot,MELCREST,new-template,hub,,TOWNSVILLE,BRISBANE
"TOWNSVILLE, QLD","CAIRNS, QLD",QLD,QLD,295.45,333.33,depot-depot,MELCREST,new-template,hub,,TOWNSVILLE,CAIRNS
"TOWNSVILLE, QLD","DARWIN, NT",QLD,NT,1553.03,1553.03,depot-depot,MELCREST,new-template,hub,,TOWNSVILLE,DARWIN
"TOWNSVILLE, QLD","MACKAY, QLD",QLD,QLD,303.03,303.03,depot-depot,MELCREST,new-template,hub,,TOWNSVILLE,MACKAY
"TOWNSVILLE, QLD","MT ISA, QLD",QLD,QLD,666.67,666.67,depot-depot,MELCREST,new-template,hub,,TOWNSVILLE,MT ISA
"TOWNSVILLE, QLD","ROCKHAMPTON, QLD",QLD,QLD,333.33,333.33,depot-depot,MELCREST,new-template,hub,,TOWNSVILLE,ROCKHAMPTON
"ADELAIDE, SA","ALICE SPRINGS, NT",SA,NT,909.09,1409.09,depot-depot,SMB,new-template,hub,,ADELAIDE,ALICE SPRINGS
"ADELAIDE, SA","BRISBANE, QLD",SA,QLD,618.18,736.36,depot-depot,SMB,new-template,hub,,ADELAIDE,BRISBANE
"ADELAIDE, SA","DARWIN, NT",SA,NT,909.09,1454.54,depot-depot,SMB,new-template,hub,,ADELAIDE,DARWIN
"ADELAIDE, SA","MELBOURNE, VIC",SA,VIC,205.05,272.73,depot-depot,SMB,new-template,hub,,ADELAIDE,MELBOURNE
"ADELAIDE, SA","PERTH, WA",SA,WA,818.18,1227.27,depot-depot,SMB,new-template,hub,,ADELAIDE,PERTH
"ADELAIDE, SA","SYDNEY, NSW",SA,NSW,445.55,581.82,depot-depot,SMB,new-template,hub,,ADELAIDE,SYDNEY
"ALICE SPRINGS, NT","ADELAIDE, SA",NT,SA,500.0,727.27,depot-depot,SMB,new-template,hub,,ALICE SPRINGS,ADELAIDE
"ALICE SPRINGS, NT","BRISBANE, QLD",NT,QLD,1227.27,1409.09,depot-depot,SMB,new-template,hub,,ALICE SPRINGS,BRISBANE
"ALICE SPRINGS, NT","DARWIN, NT",NT,NT,436.36,590.91,depot-depot,SMB,new-template,hub,,ALICE SPRINGS,DARWIN
"ALICE SPRINGS, NT","MELBOURNE, VIC",NT,VIC,773.73,900.0,depot-depot,SMB,new-template,hub,,ALICE SPRINGS,MELBOURNE
"ALICE SPRINGS, NT","PERTH, WA",NT,WA,1636.36,1909.09,depot-depot,SMB,new-template,hub,,ALICE SPRINGS,PERTH
"ALICE SPRINGS, NT","SYDNEY, NSW",NT,NSW,955.55,1090.91,depot-depot,SMB,new-template,hub,,ALICE SPRINGS,SYDNEY
"BRISBANE, QLD","ADELAIDE, SA",QLD,SA,627.27,863.64,depot-depot,SMB,new-template,hub,,BRISBANE,ADELAIDE
"BRISBANE, QLD","ALICE SPRINGS, NT",QLD,NT,1432.32,1727.27,depot-depot,SMB,new-template,hub,,BRISBANE,ALICE SPRINGS
"BRISBANE, QLD","DARWIN, NT",QLD,NT,2091.91,2363.64,depot-depot,SMB,new-template,hub,,BRISBANE,DARWIN
"BRISBANE, QLD","MELBOURNE, VIC",QLD,VIC,336.36,836.64,depot-depot,SMB,new-template,hub,,BRISBANE,MELBOURNE
"BRISBANE, QLD","PERTH, WA",QLD,WA,1136.36,1636.36,depot-depot,SMB,new-template,hub,,BRISBANE,PERTH
"BRISBANE, QLD","SYDNEY, NSW",QLD,NSW,227.27,381.82,depot-depot,SMB,new-template,hub,,BRISBANE,SYDNEY
"DARWIN, NT","ADELAIDE, SA",NT,SA,327.27,418.18,depot-depot,SMB,new-template,hub,,DARWIN,ADELAIDE
"DARWIN, NT","ALICE SPRINGS, NT",NT,NT,327.27,418.18,depot-depot,SMB,new-template,hub,,DARWIN,ALICE SPRINGS
"DARWIN, NT","BRISBANE, QLD",NT,QLD,1277.77,1409.09,depot-depot,SMB,new-template,hub,,DARWIN,BRISBANE
"DARWIN, NT","MELBOURNE, VIC",NT,VIC,490.9,650.0,depot-depot,SMB,new-template,hub,,DARWIN,MELBOURNE
"DARWIN, NT","PERTH, WA",NT,WA,1455.55,1909.09,depot-depot,SMB,new-template,hub,,DARWIN,PERTH
"DARWIN, NT","SYDNEY, NSW",NT,NSW,727.27,863.64,depot-depot,SMB,new-template,hub,,DARWIN,SYDNEY
"MELBOURNE, VIC","ADELAIDE, SA",VIC,SA,373.73,500.0,depot-depot,SMB,new-template,hub,,MELBOURNE,ADELAIDE
"MELBOURNE, VIC","ALICE SPRINGS, NT",VIC,NT,1445.45,2000.0,depot-depot,SMB,new-template,hub,,MELBOURNE,ALICE SPRINGS
"MELBOURNE, VIC","BRISBANE, QLD",VIC,QLD,464.64,772.73,depot-depot,SMB,new-template,hub,,MELBOURNE,BRISBANE
"MELBOURNE, VIC","DARWIN, NT",VIC,NT,1272.72,2000.0,depot-depot,SMB,new-template,hub,,MELBOURNE,DARWIN
"MELBOURNE, VIC","PERTH, WA",VIC,WA,1000.0,1500.0,depot-depot,SMB,new-template,hub,,MELBOURNE,PERTH
"MELBOURNE, VIC","SYDNEY, NSW",VIC,NSW,282.82,445.45,depot-depot,SMB,new-template,hub,,MELBOURNE,SYDNEY
"PERTH, WA","ADELAIDE, SA",WA,SA,364.64,545.45,depot-depot,SMB,new-template,hub,,PERTH,ADELAIDE
"PERTH, WA","ALICE SPRINGS, NT",WA,NT,1091.91,1363.64,depot-depot,SMB,new-template,hub,,PERTH,ALICE SPRINGS
"PERTH, WA","BRISBANE, QLD",WA,QLD,909.09,1181.82,depot-depot,SMB,new-template,hub,,PERTH,BRISBANE
"PERTH, WA","DARWIN, NT",WA,NT,1318.18,2000.0,depot-depot,SMB,new-template,hub,,PERTH,DARWIN
"PERTH, WA","MELBOURNE, VIC",WA,VIC,477.77,727.27,depot-depot,SMB,new-template,hub,,PERTH,MELBOURNE
"PERTH, WA","SYDNEY, NSW",WA,NSW,727.27,954.55,depot-depot,SMB,new-template,hub,,PERTH,SYDNEY
"SYDNEY, NSW","ADELAIDE, SA",NSW,SA,500.0,614.64,depot-depot,SMB,new-template,hub,,SYDNEY,ADELAIDE
"SYDNEY, NSW","ALICE SPRINGS, NT",NSW,NT,1455.55,1727.27,depot-depot,SMB,new-template,hub,,SYDNEY,ALICE SPRINGS
"SYDNEY, NSW","BRISBANE, QLD",NSW,QLD,318.18,500.0,depot-depot,SMB,new-template,hub,,SYDNEY,BRISBANE
"SYDNEY, NSW","DARWIN, NT",NSW,NT,1363.63,1727.27,depot-depot,SMB,new-template,hub,,SYDNEY,DARWIN
"SYDNEY, NSW","MELBOURNE, VIC",NSW,VIC,218.18,290.91,depot-depot,SMB,new-template,hub,,SYDNEY,MELBOURNE
"SYDNEY, NSW","PERTH, WA",NSW,WA,1227.27,1481.82,depot-depot,SMB,new-template,hub,,SYDNEY,PERTH
"ADELAIDE, SA","ADELAIDE, SA",SA,SA,150.0,150.0,depot-door,SMB,new-template,hub,,ADELAIDE,ADELAIDE
"ALICE SPRINGS, NT","ALICE SPRINGS, NT",NT,NT,0.0,0.0,depot-door,SMB,new-template,hub,,ALICE SPRINGS,ALICE SPRINGS
"BRISBANE, QLD","BRISBANE, QLD",QLD,QLD,166.66,166.66,depot-door,SMB,new-template,hub,,BRISBANE,BRISBANE
"DARWIN, NT","DARWIN, NT",NT,NT,200.0,200.0,depot-door,SMB,new-template,hub,,DARWIN,DARWIN
"MELBOURNE, VIC","MELBOURNE, VIC",VIC,VIC,150.0,150.0,depot-door,SMB,new-template,hub,,MELBOURNE,MELBOURNE
"PERTH, WA","PERTH, WA",WA,WA,196.96,196.96,depot-door,SMB,new-template,hub,,PERTH,PERTH
"SYDNEY, NSW","SYDNEY, NSW",NSW,NSW,240.91,240.91,depot-door,SMB,new-template,hub,,SYDNEY,SYDNEY
"ADELAIDE, SA","ADELAIDE, SA",SA,SA,150.0,150.0,door-depot,SMB,new-template,hub,,ADELAIDE,ADELAIDE
"ALICE SPRINGS, NT","ALICE SPRINGS, NT",NT,NT,0.0,0.0,door-depot,SMB,new-template,hub,,ALICE SPRINGS,ALICE SPRINGS
"BRISBANE, QLD","BRISBANE, QLD",QLD,QLD,166.66,166.66,door-depot,SMB,new-template,hub,,BRISBANE,BRISBANE
"DARWIN, NT","DARWIN, NT",NT,NT,200.0,200.0,door-depot,SMB,new-template,hub,,DARWIN,DARWIN
"MELBOURNE, VIC","MELBOURNE, VIC",VIC,VIC,150.0,150.0,door-depot,SMB,new-template,hub,,MELBOURNE,MELBOURNE
"PERTH, WA","PERTH, WA",WA,WA,196.96,196.96,door-depot,SMB,new-template,hub,,PERTH,PERTH
"SYDNEY, NSW","SYDNEY, NSW",NSW,NSW,240.91,240.91,door-depot,SMB,new-template,hub,,SYDNEY,SYDNEY
"BRISBANE, QLD","CAIRNS, QLD",QLD,QLD,1150.0,1150.0,depot-depot,IAT TRANSPORT,new-template,hub,,BRISBANE,CAIRNS
"BRISBANE, QLD","TOWNSVILLE, QLD",QLD,QLD,900.0,900.0,depot-depot,IAT TRANSPORT,new-template,hub,,BRISBANE,TOWNSVILLE
"CAIRNS, QLD","BRISBANE, QLD",QLD,QLD,1150.0,1150.0,depot-depot,IAT TRANSPORT,new-template,hub,,CAIRNS,BRISBANE
"TOWNSVILLE, QLD","BRISBANE, QLD",QLD,QLD,800.0,800.0,depot-depot,IAT TRANSPORT,new-template,hub,,TOWNSVILLE,BRISBANE
"MACKAY, QLD","MACKAY, QLD",QLD,QLD,240.0,240.0,depot-door,MACKAY CAR & COMMERCIAL,new-template,hub,,MACKAY,MACKAY
"MACKAY, QLD","MACKAY, QLD",QLD,QLD,240.0,240.0,door-depot,MACKAY CAR & COMMERCIAL,new-template,hub,,MACKAY,MACKAY
"KALGOORLIE, WA","PERTH, WA",WA,WA,3422.1,3422.1,depot-depot,GTTKAL,new-template,hub,,KALGOORLIE,PERTH
"PERTH, WA","KALGOORLIE, WA",WA,WA,3422.1,3442.1,depot-depot,GTTKAL,new-template,hub,,PERTH,KALGOORLIE
"KALGOORLIE, WA","KALGOORLIE, WA",WA,WA,195.2,195.2,depot-door,GTTKAL,new-template,hub,,KALGOORLIE,KALGOORLIE
"KALGOORLIE, WA","KALGOORLIE, WA",WA,WA,195.2,195.2,door-depot,GTTKAL,new-template,hub,,KALGOORLIE,KALGOORLIE
"CANBERRA, ACT","CANBERRA, ACT",ACT,ACT,100.0,100.0,depot-door,CAPITAL TOWING,new-template,hub,,CANBERRA,CANBERRA
"CANBERRA, ACT","CANBERRA, ACT",ACT,ACT,100.0,100.0,door-depot,CAPITAL TOWING,new-template,hub,,CANBERRA,CANBERRA
"NEWCASTLE, NSW","SYDNEY, NSW",NSW,NSW,400.0,500.0,depot-depot,NEWCASTLE VEHICLE TRANSPORTERS,new-template,hub,,NEWCASTLE,SYDNEY
"SYDNEY, NSW","NEWCASTLE, NSW",NSW,NSW,400.0,500.0,depot-depot,NEWCASTLE VEHICLE TRANSPORTERS,new-template,hub,,SYDNEY,NEWCASTLE
